index,sub_index,item_type,brand,product,film_format,film_speed_iso,process,expiry_date,date_added,md5,uuid,filename,author,notes,item_subtype,quantity
206,0,film_box_outside,Hands On Film,Midnight 1600,35mm,1600,C-41,202605,1755623017,ac47654987998794890686ebc8787857,515a9a246a8e4eed87d77142623a4411,00206_000.jpg,@ellafridalindblom,,Single Pack,36exp
207,0,film_box_outside,Illingworth's,Fleet H&D,6.5x9cm,Unknown,BW,Unknown,1755623225,45cdd5811d134b09da38f20647df15ba,bec584ee60f3462381719b3e908f54fe,00207_000.jpg,@ellafridalindblom,,Single Pack,12 Sheets
208,0,film_box_outside,Defender,Portrait HGS,12x16.5cm,Unknown,BW,Unknown,1755623333,55b76f00c9fba48b3bf2ee8f57cd4298,24c9c3108671446dae824d00093fd69c,00208_000.jpg,@ellafridalindblom,,Single Pack,12 Sheets
208,1,film_box_outside,Defender,Portrait HGS,12x16.5cm,Unknown,BW,Unknown,1755623384,0a133bf936b2c3b183e7dcd9b929c064,5782545b9d15462e93943f2b62f605f5,00208_001.jpg,@ellafridalindblom,,Single Pack,12 Sheets
209,0,film_box_outside,Fujifilm,Fujicolor Superia X-TRA,120,400,C-41,200406,1755623514,eb660227bcc16107e765d9145af7e16c,9e774f36e4d34b3c81a30a5b44da7980,00209_000.jpg,@ellafridalindblom,,Single Pack,N/A
209,1,film_box_inside,Fujifilm,Fujicolor Superia X-TRA,120,400,C-41,200406,1755623518,9521e9d2ef6161e1b3b1a0d0e33456f9,434f763fea0d4c4c9dc5aeb2eb10e8aa,00209_001.jpg,@ellafridalindblom,,Single Pack,N/A
210,0,film_box_outside,Building 2,200T,35mm,200,ECN-2,202106,1755689969,b71e1169fee584c0770e5b40c5900614,4e05091526684626b09f6f957dd9c025,00210_000.jpg,@photos.by.qi,,Single Pack,36exp
211,0,film_box_outside,Building 2,250D,35mm,250,ECN-2,202012,1755690284,8da50ad5b5d6afb4b68dd938e9a1910d,693d77ba06bc4823bd4f43112d957d4f,00211_000.jpg,@photos.by.qi,,Single Pack,36exp
212,0,film_box_outside,Building 2,500T,35mm,500,ECN-2,202106,1755690389,09917e4970780fd200cff3b6ec2f280e,2e9e8e40ac154f4f9ac497837e2470d9,00212_000.jpg,@photos.by.qi,,Single Pack,36exp
213,0,film_box_outside,Building 2,50D,35mm,50,ECN-2,202106,1755690421,7c4a20ab63555b640791fd3ffeb8e4b2,f0c8cbdc08d146ba8690d19a70dbe548,00213_000.jpg,@photos.by.qi,,Single Pack,36exp
214,0,film_box_outside,Ferrania,Solaris,35mm,200,C-41,Unknown,1755690452,15e66c23e24ac6a826567d340ddf38a7,37936bef9f314a45b9ed57f7091fa929,00214_000.jpg,@photos.by.qi,,Single Pack,36exp
215,0,film_box_outside,Film Never Die,IRO,35mm,400,C-41,202205,1755690537,37ce5cb20046993ac7dddf5b4c563dbd,03b12b9d23dc4e059a9149ca4f682a22,00215_000.jpg,@photos.by.qi,,Single Pack,27exp
216,0,film_box_outside,Film Never Die,Kiro,35mm,400,C-41,202205,1755690579,bdc12469380a68d0bbd81c2af25bdb3f,a6bb919bc40b4000a753bf9d3367796d,00216_000.jpg,@photos.by.qi,,Single Pack,27exp
217,0,film_box_outside,Fujifilm,Fujicolor 100,35mm,100,C-41,202509,1755690660,e22dde71df64e8d85acf5b4bed47e1fb,ac13f69474544179a4a2513e8641b3c9,00217_000.jpg,@photos.by.qi,,Single Pack,36exp
218,0,film_box_outside,Fujifilm,Fujicolor Super G,120,100,C-41,200305,1755690705,95ce4f7d417b4e7c9a91a3630460beab,331bb2ddb04f4cd8ab637f79324e55ff,00218_000.jpg,@photos.by.qi,,Single Pack,N/A
219,0,film_box_outside,Fujifilm,Fujicolor Professional,35mm,400,C-41,201912,1755690749,04c0f1ae4826039a925de4de81b3ab24,8f934c948478459386443596e74c02f7,00219_000.jpg,@photos.by.qi,,Single Pack,36exp
220,0,film_box_outside,Fujifilm,Fujicolor C200,35mm,200,C-41,202310,1755690790,6f441061b5a324f4716a075262df2829,b290e4b860364420924596fc3330a0de,00220_000.jpg,@photos.by.qi,,Multi-Pack-2,36exp
221,0,film_box_outside,Fujifilm,Fujicolor Pro400,120,400,C-41,200306,1755690832,25edc1a36364df129ac3d8ce7ed7221f,0b59ba932e214f03a5069488e9651b8d,00221_000.jpg,@photos.by.qi,,Single Pack,N/A
222,0,film_box_outside,Fujifilm,400,35mm,400,C-41,202508,1755690862,b4c1d84c3984b08e1b8bc62ca588adf5,f3193ccd9b9d4a929904a6a2e8b682be,00222_000.jpg,@photos.by.qi,,Single Pack,36exp
223,0,film_box_outside,Kodak,Ektachrome E100,35mm,100,E-6,202412,1755690894,dd47638ea5113bf9a5f26f8c05e774e2,1d1d6ca155874b6dba4333cf6f6194ff,00223_000.jpg,@photos.by.qi,,Single Pack,36exp
224,0,film_box_outside,Kodak,Ektar 100,35mm,100,C-41,202401,1755690933,f934deb9251602a69b00a77a1ab64477,eef92f5fa5b244518890b1ba52b895ec,00224_000.jpg,@photos.by.qi,,Single Pack,36exp
225,0,film_box_outside,Lomography,Lomochrome Color'92,35mm,400,C-41,202604,1755690988,8409b1f42418812248936c06de3c6fac,81d185de4ddf494785362046cada12b4,00225_000.jpg,@photos.by.qi,,Single Pack,36exp
226,0,film_box_outside,Lomography,Lomochrome Purple,35mm,100,C-41,202208,1755691070,edfa79c6016c88fb612ac654a21914e6,5589454d652e4771b024a9901acb8b00,00226_000.jpg,@photos.by.qi,,Single Pack,36exp
227,0,film_box_outside,Space Cat Film,Mars 250D,35mm,250,C-41,Unknown,1755691173,6a327fe56881299fe3763f67b832f8b2,1595b93966854178a03bc6d0de705027,00227_000.jpg,@photos.by.qi,,Single Pack,36exp
228,0,film_box_outside,Walkens,Speed 400,35mm,400,C-41,Unknown,1755691243,508685fceb0f63a7cd6b384581bbdb23,198465748a5e41f8ad634fffa08a740f,00228_000.jpg,@photos.by.qi,,Single Pack,36exp
229,0,film_box_outside,Fujifilm,Fujicolor Superia,35mm,200,C-41,200307,1755691930,9805964f8c78cf5b9d7e1de8666de067,2acd2ce4aefb44b4a4c72b130edb9272,00229_000.jpg,@photos.by.qi,,Multi-Pack-2,36exp
230,0,film_box_outside,Fujifilm,Fujicolor Superia Reala,35mm,100,C-41,201004,1755691976,b14b75b5454e34f76159121e0ba5f89f,47af4374c1474eb3b20cb1894b43a624,00230_000.jpg,@photos.by.qi,,Single Pack,36exp
231,0,film_box_outside,Fujifilm,Fujicolor Superia X-TRA,35mm,400,C-41,202408,1755692018,55967fb50db51a3d470bca77900f490d,de6b17f5230e4052b6b166977a418923,00231_000.jpg,@photos.by.qi,,Multi-Pack-2,36exp
232,0,film_box_outside,Fujifilm,Fujicolor Superia X-TRA,35mm,400,C-41,200502,1755692063,9e3dac3a2c93f4571762fec0b53cf3a3,16351828954846229e7a4ca1193d0446,00232_000.jpg,@photos.by.qi,,Multi-Pack-3,24exp
233,0,film_box_outside,Kodak,Gold,35mm,200,C-41,202306,1755692093,7f60824f9a7faf5450641af3901854dc,e0db5edb5d3046e99d019b901088d48d,00233_000.jpg,@photos.by.qi,,Single Pack,36exp
234,0,film_box_outside,Kodak,MAX,35mm,400,C-41,200703,1755692221,a2a9f55c887fcbf0f319ed4b72c4ca17,5d0c054ebc17452397de86653bf42361,00234_000.jpg,@photos.by.qi,,Multi-Pack-3,24exp
235,0,film_box_outside,Kodak,UltraMax,35mm,400,C-41,202303,1755692300,e566c88508a1a9c274a8183ba9cbc277,1a68334cdfc146b98a7fa95672e33b23,00235_000.jpg,@photos.by.qi,,Multi-Pack-3,24exp
236,0,film_box_outside,Lomography,Lomochrome Metropolis,35mm,100,C-41,202303,1755702704,9507345bd3797b7fa11805e6af2bafdf,eba9730505104dfd8c12254eeafd5546,00236_000.jpg,@photos.by.qi,,Single Pack,36exp
236,1,film_box_inside,Lomography,Lomochrome Metropolis,35mm,100,C-41,202303,1755702705,b204bb53cf7ab113bf37aabceb1eb09d,415e6aeb12db4efbba5f290d09d7beba,00236_001.jpg,@photos.by.qi,,Single Pack,36exp
237,0,film_box_outside,Kodak,Vericolor III,120,160,C-41,200009,1755702942,e4b7bbc2a1900e8051618e109fa8f61a,bcb6ab106d2941429eaf1088c1194b3e,00237_000.jpg,@photos.by.qi,,Multi-Pack-5,N/A
237,1,film_box_outside,Kodak,Vericolor III,120,160,C-41,200009,1755702943,16c3f736d14ef0125d68e354d8c41726,e4c84e87bd66459cbea1954dc32b5920,00237_001.jpg,@photos.by.qi,,Multi-Pack-5,N/A
237,2,film_box_inside,Kodak,Vericolor III,120,160,C-41,200009,1755702947,7a1644c21094a775f8d6802240f4b347,6cbb4abac86e407d99055015b4719e95,00237_002.jpg,@photos.by.qi,,Multi-Pack-5,N/A
237,3,film_box_inside,Kodak,Vericolor III,120,160,C-41,200009,1755702953,09c4b999ae85531bb850dced9361d003,ed6cc093b4e44b8b81bb19f6d1e6a4f2,00237_003.jpg,@photos.by.qi,,Multi-Pack-5,N/A
238,0,film_box_outside,Kodak,Vericolor 400 Plus,120,400,C-41,199810,1755703075,6b73452b3aed4dee445d90d1257da62b,8b882b8198ca4aeb8180b8743269bd88,00238_000.jpg,@photos.by.qi,,Multi-Pack-5,N/A
238,1,film_box_inside,Kodak,Vericolor 400 Plus,120,400,C-41,199810,1755703077,31fc4de19951a235031bc7db7956b0c2,07052f2a4fd8445aa344c21b79c06d9d,00238_001.jpg,@photos.by.qi,,Multi-Pack-5,N/A
238,2,film_box_inside,Kodak,Vericolor 400 Plus,120,400,C-41,199810,1755703082,06ab4ae8337703ba8a9e07b934f6c212,8a605cec4f594f37823796472cfb7005,00238_002.jpg,@photos.by.qi,,Multi-Pack-5,N/A
238,3,film_box_outside,Kodak,Vericolor 400 Plus,120,400,C-41,199810,1755703087,3c20ed59cfa824685483be9dc8f448d1,cb3839d18fe44552bb710d82020a7743,00238_003.jpg,@photos.by.qi,,Multi-Pack-5,N/A
239,0,film_box_outside,Kodak,ProImage 100,35mm,100,C-41,202301,1755703185,c75c6cf3bc05fc026ac0cdb9d198276e,76cf680b7e1a407f92eb84541d21fe32,00239_000.jpg,@photos.by.qi,,Multi-Pack-5,36exp
240,0,film_box_outside,Kodak,Portra 800,120,800,C-41,202210,1755703268,c41daaea4cc1587551d0b6bd12c3b35d,3663afb2b2d340d3a5c9e0d0e9f021f9,00240_000.jpg,@photos.by.qi,,Multi-Pack-5,N/A
240,1,film_box_outside,Kodak,Portra 800,120,800,C-41,202210,1755703270,8936b5b5df4435e1d18b47cb63a5636b,63ef586862154b94aeccdbdb4227ad5c,00240_001.jpg,@photos.by.qi,,Multi-Pack-5,N/A
241,0,film_box_outside,Kodak,UltraMax,35mm,400,C-41,202412,1755703342,e4a194b389b7f19e423429d984aabeaf,05d59d140f584adcaf97f6acb69f3c02,00241_000.jpg,@photos.by.qi,,Single Pack,36exp
241,1,film_box_outside,Kodak,UltraMax,35mm,400,C-41,202412,1755703347,54a7de080c856c8fe61d89b9c22822e6,6ed0486400df45eab9b7465642ecee9d,00241_001.jpg,@photos.by.qi,,Single Pack,36exp
242,0,film_box_outside,Kodak,Portra 400VC,35mm,400,C-41,200904,1755703467,ac5d699ead9b51915104720a6db03871,2152a58cb08c463ea298a61858ff7669,00242_000.jpg,@photos.by.qi,,Multi-Pack-5,36exp
243,0,film_box_outside,Kodak,Portra 400VC,120,400,C-41,200412,1755703560,f5d2bd9186be78aa0ac37f353d422da8,348bccb01edc4a6ea9a2f5c4d88cb67b,00243_000.jpg,@photos.by.qi,,Multi-Pack-5,N/A
243,1,film_box_outside,Kodak,Portra 400VC,120,400,C-41,200412,1755703562,63411e73a57d5ad22dd4646306c57578,154cd3f3c85944ab87c33eaad232c3b6,00243_001.jpg,@photos.by.qi,,Multi-Pack-5,N/A
243,2,film_box_inside,Kodak,Portra 400VC,120,400,C-41,200412,1755703564,88fb633a59fc5063f9a488ae01fd365f,de89359102c54df797bee4229920e191,00243_002.jpg,@photos.by.qi,,Multi-Pack-5,N/A
243,3,film_box_inside,Kodak,Portra 400VC,120,400,C-41,200412,1755703569,c0feff074e9f8d02a2f498cc05f8cadd,c4a365adef6546cf945a04e9a6088a02,00243_003.jpg,@photos.by.qi,,Multi-Pack-5,N/A
244,0,film_box_outside,Kodak,Portra 400,35mm,400,C-41,202412,1755703929,89c1987ee8547f404333bf530eb6a149,282ef0c08f374148afc8a5efaf5b8b1c,00244_000.jpg,@photos.by.qi,,Multi-Pack-5,36exp
245,0,film_box_outside,Kodak,Portra 400,35mm,400,C-41,202610,1755703966,9db645dc47490d4011ab21e4279c1ce5,848f67976c48465a8c245ba2a4d0c869,00245_000.jpg,@photos.by.qi,,Multi-Pack-5,36exp
246,0,film_box_outside,Kodak,Portra 400,120,400,C-41,202408,1755703995,a7f8ffa2ccea0e7e6b508aa833cc8c6a,12ee41c6f8fe493fbda516802e039f18,00246_000.jpg,@photos.by.qi,,Multi-Pack-5,N/A
246,1,film_box_outside,Kodak,Portra 400,120,400,C-41,202408,1755703997,497436f93e6aa48b8b4138b45248e4aa,6407fec85c4344a1bbc2ae930e51ae8e,00246_001.jpg,@photos.by.qi,,Multi-Pack-5,N/A
247,0,film_box_outside,Fujifilm,Fujicolor Pro 400H,220,400,C-41,200710,1755730112,383261069f343cd566ddb9261cf2da2e,fae60be8fc0745c3965f24b1778e48ed,00247_000.jpg,@photos.by.qi,,Multi-Pack-5,N/A
247,1,film_box_outside,Fujifilm,Fujicolor Pro 400H,220,400,C-41,200710,1755730114,b98f9e83a48b407aa896dcc7ada47408,a305e39dc3f041d1bf59e7dc2504835c,00247_001.jpg,@photos.by.qi,,Multi-Pack-5,N/A
247,2,film_box_inside,Fujifilm,Fujicolor Pro 400H,220,400,C-41,200710,1755730118,ad8d1f6919fdeb7615a66f6d331bb328,a10a19f268084ce881ab55f247f1035f,00247_002.jpg,@photos.by.qi,,Multi-Pack-5,N/A
248,0,film_box_outside,Fujifilm,Fujichrome Provia 400X,120,400,E-6,201412,1755730195,32a08ab0115d4c893596d808a46aa9f4,3a84e3b505004d069104ff0042d03c08,00248_000.jpg,@photos.by.qi,,Multi-Pack-5,N/A
248,1,film_box_outside,Fujifilm,Fujichrome Provia 400X,120,400,E-6,201412,1755730197,8852c8881d0b9605a6b030dbf0b18567,db24477938104d81beddac492c8d637e,00248_001.jpg,@photos.by.qi,,Multi-Pack-5,N/A
249,0,film_box_outside,Fujifilm,Fujicolor Pro 400H,35mm,400,C-41,200901,1755730274,3934dc80e49a8031c1ddd3c8c527550b,9934366ea7a04b65b3c300352fa8dc37,00249_000.jpg,@photos.by.qi,,Single Pack,36exp
249,1,film_box_inside,Fujifilm,Fujicolor Pro 400H,35mm,400,C-41,200901,1755730304,d482755c15c6501556f91202f81c9329,df9f856987284644858ab4590872c133,00249_001.jpg,@photos.by.qi,,Single Pack,36exp
250,0,film_box_outside,Fujifilm,Fujicolor Pro 400H,35mm,400,C-41,202211,1755730338,bf266d385e4c8c5c52bf1fe9ed301f87,3167bab31b134176a6d637dc1491ff20,00250_000.jpg,@photos.by.qi,,Single Pack,36exp
251,0,film_box_outside,Kodak,Ektar 100,120,100,C-41,202204,1755730441,bc1d30e53cc5bb8dcf52a17889635048,22bb063ec2ca4f2ea5b9f4be4dce4631,00251_000.jpg,@photos.by.qi,,Multi-Pack-5,N/A
251,1,film_box_outside,Kodak,Ektar 100,120,100,C-41,202204,1755730442,14ec90e21199e4829fc02ac57e865bcd,5ee59977ab8f4902b82e22de1767d131,00251_001.jpg,@photos.by.qi,,Multi-Pack-5,N/A
252,0,film_box_outside,Kodak,Gold,35mm,200,C-41,202409,1755730494,604fe1eb21d466692b0688da4395424b,99836199940848569bab40a438546587,00252_000.jpg,@photos.by.qi,,Single Pack,36exp
252,1,film_box_processing_envelope,Kodak,Gold,35mm,200,C-41,202409,1755730497,860a921961af2d9750dec286add075e2,b9bddee9f550460c837c5489aff72400,00252_001.jpg,@photos.by.qi,,Single Pack,36exp
253,0,film_box_outside,Kodak,Gold II,35mm,200,C-41,199311,1755730578,1c8342f32ca929af37e5d4dd8443a5fb,63fd3851483d457d9fdc15b2d24461d0,00253_000.jpg,@photos.by.qi,,Single Pack,36exp
253,1,film_box_inside,Kodak,Gold II,35mm,200,C-41,199311,1755730584,5e4732b7b0a46cd44dcc30d23339fd7d,49bb438bb4a94d07b07d1bd3178a38d8,00253_001.jpg,@photos.by.qi,,Single Pack,36exp
254,0,film_box_outside,CineStill,50D,35mm,50,C-41,202305,1755730653,9a4e29966e76245a0f494cded02e8c22,9213a1fbffc44178878f7bd9c5d33452,00254_000.jpg,@photos.by.qi,,Single Pack,36exp
254,1,film_box_inside,CineStill,50D,35mm,50,C-41,202305,1755730665,6387cfa313e9189e11a72de9d6fee130,219350408c3c45c7b9c23de73db1ed40,00254_001.jpg,@photos.by.qi,,Single Pack,36exp
255,0,film_box_outside,CineStill,400Dynamic,120,400,C-41,202406,1755730694,093d71341fa4b4fa96287fc2919bb2ae,9e2bc75381ca4ca68e59dbf6c3a388dc,00255_000.jpg,@photos.by.qi,,Single Pack,N/A
255,1,film_box_inside,CineStill,400Dynamic,120,400,C-41,202406,1755730696,fd20e362370f8cb1ee899a4d7d0185bd,42d565d0fdbc4e12bcc11d172b36f779,00255_001.jpg,@photos.by.qi,,Single Pack,N/A
256,0,film_box_outside,CineStill,BWXX,120,200-400,D96,202310,1755730755,bac5b1d8316784b9cee9efc9239289e7,e4493fbb55e044edaaca55ecd22366eb,00256_000.jpg,@photos.by.qi,,Single Pack,N/A
256,1,film_box_inside,CineStill,BWXX,120,200-400,D96,202310,1755730756,0df4154215b696fc7dace9e67cf4a277,6e4b285456d1438ab0cdad81440b9761,00256_001.jpg,@photos.by.qi,,Single Pack,N/A
257,0,film_box_outside,Agfa,Vista Plus 200,35mm,200,C-41,201901,1755730811,b0289a372c231456fc85f3148f06e41e,b1c4d56515954c8d98bd0b8f9591f08a,00257_000.jpg,@photos.by.qi,,Single Pack,36exp
257,1,film_box_inside,Agfa,Vista Plus 200,35mm,200,C-41,201901,1755730813,4e418e6d077550afe690e0a1f2062240,0088411d14c547aa96ea5d28bf04d9ea,00257_001.jpg,@photos.by.qi,,Single Pack,36exp
258,0,film_box_outside,Rollei,RPX 100,35mm,100,BW,202111,1755802438,497eec1366d364b3f788db1609b48730,201ce1e1831a483ab7fd569cc50e7cd1,00258_000.jpg,Pelicram,,Single Pack,36exp
258,1,film_box_inside,Rollei,RPX 100,35mm,100,BW,202111,1755802440,7bdd1e3645a9856741d79783c33a8f8b,f8b9f798c2d34459955fd96c84c414b3,00258_001.jpg,Pelicram,,Single Pack,36exp
259,0,film_box_outside,Rollei,RPX 400,35mm,400,BW,202209,1755802472,eb5edee5b811b8ea02540a2c1c1714d2,1b741df3125e4a77bd28c50ce3dcc097,00259_000.jpg,Pelicram,,Single Pack,36exp
259,1,film_box_inside,Rollei,RPX 400,35mm,400,BW,202209,1755802474,b0fdedb64bf3c21f220c53a729d643f4,8fbb971a033b4a848831c97822b67601,00259_001.jpg,Pelicram,,Single Pack,36exp
260,0,film_box_outside,Kodak,Ektachrome Slide Duplicating Film,35mm,Unknown,E-6,199804,1756377240,28a74fce06ffcf79c88774d44751492b,82095e23320f4581be4672fd5559596a,00260_000.jpg,The Compartmentalist,,Bulk Roll,100ft
261,0,film_box_outside,Kodak,Ektachrome 200,126,200,E-6,197811,1756377444,879313719086755155dae15bc152bd0f,fef4be09ea484eecb10a13282d18f372,00261_000.jpg,The Compartmentalist,,Single Pack,20exp
261,1,film_box_leaflet,Kodak,Ektachrome 200,126,200,E-6,197811,1756377446,0932b9dcc420783f103c8c9ed077ee5f,201fc821d3354cd7a82b0e1554ac06e4,00261_001.jpg,The Compartmentalist,,Single Pack,20exp
261,2,film_box_leaflet,Kodak,Ektachrome 200,126,200,E-6,197811,1756377449,566a897a637adcd333d08a0484079d45,8a9d6009b1724610bbea230b5b2bdc73,00261_002.jpg,The Compartmentalist,,Single Pack,20exp
262,0,film_box_outside,Kodak,High Speed Ektachrome,120,160,E-4,197412,1756377569,acf6750ef5310586ed126c53ab1f86cb,221130722e5d4ecfb94b4c1326dcbe8f,00262_000.jpg,The Compartmentalist,,Single Pack,N/A
262,1,film_box_leaflet,Kodak,High Speed Ektachrome,120,160,E-4,197412,1756377572,b40880ebbc4c00a446c7de25f53faa55,92d31dfc11894fdbbaa954ad3a06fdec,00262_001.jpg,The Compartmentalist,,Single Pack,N/A
262,2,film_box_leaflet,Kodak,High Speed Ektachrome,120,160,E-4,197412,1756377575,20ca3487615874eb3bf3693a35951db7,240477250c92463e90e7887b069dcb03,00262_002.jpg,The Compartmentalist,,Single Pack,N/A
263,0,film_box_outside,Kodak,Kodacolor II,126,100,C-41,198310,1756377734,9c7ff440274491d658aed3748b8aaa71,08c1609b39a64daf8be1373ea99c7310,00263_000.jpg,The Compartmentalist,,Single Pack,24exp
264,0,film_box_outside,Reflx Lab,Pro 100,127,100,C-41,202705,1756377783,9ca21cc5fc17bb95455734c93fbbefae,a361e3b88dde4e0482027e58f12d8bec,00264_000.jpg,The Compartmentalist,,Single Pack,N/A
265,0,film_box_outside,Premium,Super XG,35mm,100,C-41,199112,1756512338,b58e5c9bf010af50e70cbfbf06c9fe53,592592a0182a47dda6390cfc4fd18ccd,00265_000.jpg,dekuNukem,,Single Pack,36exp
265,1,film_box_inside,Premium,Super XG,35mm,100,C-41,199112,1756512348,7e9d1af7ebca7cb5e849c3d1805ad5eb,6a35a7c39a2e4083bc5faa53fb5abd4e,00265_001.jpg,dekuNukem,,Single Pack,36exp
266,0,film_box_outside,Lloyds Pharmacy,Colour Film,35mm,200,C-41,200407,1756512436,2f46484634d1a91cad6ea660f82613fc,c4d16975eee44b9185b17cf0c0e4074c,00266_000.jpg,dekuNukem,,Single Pack,36exp
267,0,film_box_outside,Konica,Centuria 200,35mm,200,C-41,200305,1756512490,e9739940dc7205dc577c8d4ec9639201,2f575e07049946ea981e1d53eb4ee155,00267_000.jpg,dekuNukem,,Single Pack,24exp
267,1,film_box_inside,Konica,Centuria 200,35mm,200,C-41,200305,1756512494,80f542f61d05a7ec6e37564f15a0168e,037c5e1f5185418c96aae0a01cf726a3,00267_001.jpg,dekuNukem,,Single Pack,24exp
268,0,film_box_outside,Max Spielmann,Maxi Color,35mm,400,C-41,199708,1756512557,1f564f2b3166652f0453d713cabcbb49,0953325be5e54102b7615a7a5f82bf60,00268_000.jpg,dekuNukem,,Single Pack,24exp
269,0,film_box_outside,Konica,KonicaColor VX 100,35mm,100,C-41,199806,1756512623,4dfcab9c44b8c43d6a16a2523e658323,daee9d73b6d14f768e414b87260c8350,00269_000.jpg,dekuNukem,,Single Pack,24exp
269,1,film_box_inside,Konica,KonicaColor VX 100,35mm,100,C-41,199806,1756512625,f2298681ebb1fcad7e51c3c39f211132,2e481382168c430c8a923e5a2aa60e05,00269_001.jpg,dekuNukem,,Single Pack,24exp
270,0,film_box_outside,Klick,400ASA,35mm,400,C-41,200702,1756512788,b1b456228d5c48abd4785a130cbfb473,42f73c1448634cdb856d014e59098779,00270_000.jpg,dekuNukem,,Single Pack,24exp
270,1,film_box_inside,Klick,400ASA,35mm,400,C-41,200702,1756512815,6b3c17a348273d858a5b6bf0b2de31f1,f65991d851c249318d64793e8e7defeb,00270_001.jpg,dekuNukem,,Single Pack,24exp
271,0,film_box_outside,Kodak,Plus-X Pan,35mm,125,BW,197001,1756512851,2d646c4a74653f5e325fb546dba7b5f2,66f3d693560540d5b5a4cbfb3a91f5cc,00271_000.jpg,dekuNukem,,Single Pack,36exp
272,0,film_box_outside,Agfa,AgfaColor CT 18,35mm,50,Unknown,196707,1756513233,43806fd680b4f43c8da032a459df9f55,0e445a9b612a487b90df4e94a3831fef,00272_000.jpg,dekuNukem,,Single Pack,20exp
272,1,film_box_leaflet,Agfa,AgfaColor CT 18,35mm,50,Unknown,196707,1756513236,e67b479fe4dbde53f6bf542292217b60,a873cb888fb747898307b01aefc735f5,00272_001.jpg,dekuNukem,,Single Pack,20exp
272,2,film_box_leaflet,Agfa,AgfaColor CT 18,35mm,50,Unknown,196707,1756513242,83aa33b8437d56b392321f52da0cfd33,9b5f0876d6bb4d049b1a352116b1edfa,00272_002.jpg,dekuNukem,,Single Pack,20exp
272,3,film_box_leaflet,Agfa,AgfaColor CT 18,35mm,50,Unknown,196707,1756513246,fdb175fca22a0d3c79e582d461939e2d,60fd9b682b714bda937f1489895e3f04,00272_003.jpg,dekuNukem,,Single Pack,20exp
272,4,film_box_leaflet,Agfa,AgfaColor CT 18,35mm,50,Unknown,196707,1756513248,8260c4adcb70c58473a6075285721863,b2c42b0d1fca464e8813d18e3e709abe,00272_004.jpg,dekuNukem,,Single Pack,20exp
272,5,film_box_processing_envelope,Agfa,AgfaColor CT 18,35mm,50,Unknown,196707,1756513252,c9d721c58f0773497f19e6b3595661fb,92d1c329ca9c4714bfe7ae4ccca5cc86,00272_005.jpg,dekuNukem,,Single Pack,20exp
272,6,film_box_processing_envelope,Agfa,AgfaColor CT 18,35mm,50,Unknown,196707,1756513255,237f7e56bb1c7a374b48b1e5470a4731,bb549196d49a4992afdb1a15e70f51b8,00272_006.jpg,dekuNukem,,Single Pack,20exp
273,0,film_box_outside,Kodak,T-MAX 400,35mm,400,BW,199109,1756513293,72a666546e827faa550f70306addfadc,c3e0b9bbf7a94fe28d6c2fc3cab2a34d,00273_000.jpg,dekuNukem,,Single Pack,36exp
273,1,film_box_leaflet,Kodak,T-MAX 400,35mm,400,BW,199109,1756513295,e4ff3557731dab7094bebb64d7b6d680,92e90ab4cddd4e9d92981ba28f810803,00273_001.jpg,dekuNukem,,Single Pack,36exp
273,2,film_box_leaflet,Kodak,T-MAX 400,35mm,400,BW,199109,1756513299,c1165b09284cc0add821c170e99f810e,c6b25c061c1649c1a5fd09059473a330,00273_002.jpg,dekuNukem,,Single Pack,36exp
274,0,film_box_outside,Kodak,Ektachrome Elite 200,35mm,200,E-6,199708,1756513348,bf379156dee5c123ba00f4d36eaff006,5f3a81c10cdb46baa28b1b1fbc56a391,00274_000.jpg,dekuNukem,,Single Pack,36exp
274,1,film_box_inside,Kodak,Ektachrome Elite 200,35mm,200,E-6,199708,1756513352,60c9204941d7866036637c51f251d21d,4c120316ad9f4fedb57d57138d37d0e1,00274_001.jpg,dekuNukem,,Single Pack,36exp
275,0,film_box_outside,Kodak,Ektachrome 100HC,35mm,100,E-6,199411,1756513755,6933ef9ae7314e4ed4112f13868beaea,c7c26bb546634d47ae7fc5aa68b33ab9,00275_000.jpg,dekuNukem,,Single Pack,36exp
275,1,film_box_inside,Kodak,Ektachrome 100HC,35mm,100,E-6,199411,1756513756,aede321bc7700c04514964e5362c4252,de18a3dd00a744a3973965244938320f,00275_001.jpg,dekuNukem,,Single Pack,36exp
276,0,film_box_outside,Kodak,Ektachrome 100HC,35mm,100,E-6,199411,1756513843,44434d4f3580e9693f0b1e7e86c495e6,064dbfe80ca84ac99329c252bce0775a,00276_000.jpg,dekuNukem,,Single Pack,36exp
276,1,film_box_inside,Kodak,Ektachrome 100HC,35mm,100,E-6,199411,1756513845,d073d7aa36c36fbfdb03a17d80ac4621,3c397dbea68649edb38d6464d6516746,00276_001.jpg,dekuNukem,,Single Pack,36exp
277,0,film_box_outside,Fujifilm,FP-100C,Instant Pack Film,100,Instant,201501,1756725620,7d4d389d889c7c59f83b83894cad6c8e,9bf3702e732a42adb54727a565645cda,00277_000.jpg,@recycling.film,,Single Pack,10exp
277,1,film_box_inside,Fujifilm,FP-100C,Instant Pack Film,100,Instant,201501,1756725621,d31caecdb036c6f5d2dcd60b15febabb,bfb832790e754aa0ba98a030969ab95d,00277_001.jpg,@recycling.film,,Single Pack,10exp
